"","name","author","create_time","introduction","play_count","collect_count","share_count","comment_count","topics","fans","grade","playlists","length_name","english_name","name_language","name_style","name_scene","name_instruments","name_feeling","name_praise","name_location","name_古风","name_BGM","name_经典","name_爵士","name_世界","name_精选","name_节奏","name_女声","name_欧美","name_粤语","name_民谣","name_东方","name_amp","name_中国","name_那些","length_intro","intro_歌单","intro_音乐","intro_歌曲","intro_喜欢","intro_封面","intro_专辑","intro_歌手","intro_风格","intro_quot","intro_amp","intro_更新","intro_旋律","intro_收录","intro_节奏","intro_好听","intro_电音","欧美","流行","华语","电子","ACG","日语","古风","轻音乐","经典","器乐","治愈","兴奋","游戏","独立","另类","影视原声","民族","怀旧","粤语","摇滚","number_songs","number_hot_singers","talent","verification","musician","无","达人","认证","音乐人","cluster"
"29","「和风R&amp;B」虹蝶碎花，传统与节奏的华美","半纸药笺",1460419200,"<b>介绍：</b>R&amp;B即节奏蓝调原先只是蓝调音乐的一种具体分类，现已成为世界流行乐坛的主流之一，其风格已不仅局限于节奏蓝调，而是包括一个相当大的范围。日本R&amp;B文化则在亚洲较发达，常以电子音、钢琴乐、响指作为主要编曲元素。日本和风文化受中国文化影响又能以本土的方式个性的体现出东方之柔美。<br>介于R&amp;B和传统文化之间，又是一个新纪元。和风类R&amp;B多以融入三味线元素为主，少部分则各以太鼓、尺八、十三弦古筝等日本传统乐器为主元素相结合。<br>本单精选了40首风格鲜明，曲风绝佳的和风R&amp;B，一起聆听多元化的美吧!<br>Ps: 特别喜欢此类风格的同学可以在Nao'ymt 的《1st Season》这张专辑包括他参与的编曲和其他作品里继续深度研究。歌单中选了两首较经典的，其他的就不一一列举了 。<br>",1003861,41641,286,185,"[""日语"",""R&amp;B/Soul"",""古风""]",17423,9,36,24,"是","否","是","否","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","是","否","否",376,"是","是","否","是","否","是","否","是","否","是","否","否","否","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否",38,0,"是","否","否","否","是","否","否",3
"30","「华语男声」单曲循环","SUMMERJE纯",1488758400,"<b>介绍：</b>??都是老歌哈，还有女声版，欢迎收听～<br>",1806998,12960,38,236,"[""学习"",""华语"",""流行""]",443,7,32,10,"否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",33,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",27,11,"否","否","否","是","否","否","否",3
"31","「幻梦墓园」复古病人的无声尖叫","独行的棕鹿",1463184000,"<b>介绍：</b>这是一场安静的生活写实和梦境臆想 内核延伸到抗争和妥协<br>这个城市的一切都奠基在死亡的回忆里 看似边缘荒唐和残酷的事情接踵而来却一切又合情合理<br>我们都是在这个破败 衰老 低迷又颓废的城市里糊口度日的活着<br>就像穿着纸尿片的癌症患者却又妄想保护自己心爱的孩子 最后只能带着悲痛离开<br>犹如这个外在看似正常的城市内在却病入膏肓一样美丽又错乱<br><br>生命有时候就是那么的奇妙又戏剧化<br>我们在梦中和现实游走迷离又无力挣脱到底什么是真实的假<br>什么是虚幻的真 似梦非镜 回味不止<br>是我们活在别人荒诞无稽的梦中 还是别人活在我们虚假交错的真实<br>其实没有真实 也就没有虚假 也就无所谓对错和是非 <br>仅以此单献给每一个喜欢我的人 谢谢支持<br>",480158,10820,227,279,"[""欧美"",""电子"",""另类/独立""]",53024,10,23,15,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",352,"否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否",30,1,"是","否","否","否","是","否","否",3
"32","「恐怖-惊悚」让人毛骨悚然的经典配乐","电阴之王",1491004800,"<b>介绍：</b>一部优秀的恐怖片离不开大师的经典配乐，每个人心中都有一部永恒的经典。欢迎大家补充<br>",2199435,39453,2639,1349,"[""影视原声"",""游戏"",""器乐""]",3980,9,54,18,"否","否","是","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否",54,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","是","否","否","是","否","否","否","否",125,1,"是","否","否","否","是","否","否",3
"33","「冷门古风」夏天听正合适","-穷尽诗家笔-",1496188800,"<b>介绍：</b>天气这么热，听点冷门歌曲降降温(&gt;_&lt;)<br><br>ps:部分原创部分翻唱<br><br>封面画师：魏莹<br><br>",641569,21682,161,196,"[""华语"",""古风"",""夜晚""]",18482,7,26,12,"否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",78,"否","否","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",245,0,"是","否","否","否","是","否","否",3
"34","「迷幻电音」左耳绕右耳 轻扣心扉","单音系",1462838400,"<b>介绍：</b>如题<br>",625232,18367,245,151,"[""电子"",""轻音乐"",""另类/独立""]",48229,9,42,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","是","是","否","否","否","否","否",30,0,"是","否","否","否","是","否","否",3
"35","「迷霾郁雅」痴迷于梦境里的薄荷色","JonathanHyden",1492300800,"<b>介绍：</b>当你途经我的盛放 <br>用自己的方式去祭奠逝去 <br>残破和忧伤也不见了踪影<br>仿佛是坠落般的快乐 <br>那些柔美的声线 <br>像暗潮湿气墙壁里长开的花 <br>颓自发光 <br>移不掉目视的吸引 <br>原来你骨子里渗透了悲伤 <br><br>在空气里曼舞的声音<br>摇曳生姿?<br>暗夜里独自盛开的花<br>散发迷离撩拨<br>一禺角落?<br>轻耳喃喃<br>?疏离又脆弱的触摸<br>隔一屏纱帐<br>?传进孤单的耳朵?<br>血液流动毫不经意颤栗<br>时间里面的光?<br>透过窗?<br>晒在皮肤上<br>泛起微暖意向<br><br>你只需<br>漠然对待遭遇的蠢货和荒唐 <br>不用逃避 <br>不用拆招 <br>不用迎合 <br>我只想生活得澎湃也无愧 <br>不自作卑己 <br>不哗众取宠 <br>去原谅 去忘记<br>去柔情弯腰<br>",979245,19373,238,177,"[""欧美"",""流行"",""电子""]",23200,9,41,16,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",399,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",30,0,"是","否","否","否","是","否","否",3
"36","「民谣」爱一个人 恋一座城","洛河梦一场",1480291200,"<b>介绍：</b>爱一个人，是一种幸福的疼。<br>恋一座城，是一种执着的情。<br>生命的扉页里，总是你的影。<br>岁组的诗篇里，印着你曾经。<br>因为一个人，那个陌生的城市都显得可爱起来，那个从未到过的城市，仿佛我已拥有了它。<br>你是否也有一个记挂中的城市？<br>",825529,12808,351,170,"[""华语"",""民谣"",""感动""]",85,3,6,13,"否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否",140,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",64,23,"否","否","否","是","否","否","否",3
"37","「欧美」曾以为时光慢，后会有期","虎锐",1468022400,"<b>介绍：</b>“这里的街道没有名字，没有遮拦，也没有铺柏油。因为每当雨雪消融，厚厚的尘土就会变成恼人的泥泞。” <br><br>晨曦不明媚。旅途不明媚。青春不明媚。<br>可恰好在所有的物是人非后，遇见明媚的时光。这已足够。<br><br>",1025109,19565,199,122,"[""流行"",""欧美"",""治愈""]",24233,10,58,15,"否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否",123,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否",35,0,"是","否","否","否","是","否","否",3
"38","「欧美」吉他弦上的叙事诗","冬瑾-",1476662400,"<b>介绍：</b>当爱慕一个你，<br>双目对视如同游荡浩渺星河<br>my feet can't feel th ground<br>我身体与灵魂悬空<br>闪耀的星在你面庞聚集<br>你是上帝的杰作，如何能拥有你。<br><br>所以我写了首叙事诗，<br>旋律顺着吉他的弦，<br>慢慢轻轻地倾泻向你，<br>到你心里……<br>再记载初遇 记载相恋<br>再记载分离 记载重逢<br><br>",469852,8476,117,61,"[""欧美"",""清新"",""吉他""]",11056,9,83,12,"否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否",201,"否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",32,1,"是","否","否","否","是","否","否",3
"39","「欧美」下雨天就该窝在街角咖啡馆","依吖依吖喂",1443916800,"<b>介绍：</b>下雨的时候，就应该窝在街角的咖啡馆，发发呆，看看书，听听歌，戴上耳机，世界与我无关<br>",369392,6743,139,71,"[""欧美"",""下午茶"",""放松""]",86,9,12,16,"否","否","否","否","否","是","否","是","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否",55,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",52,2,"否","否","否","是","否","否","否",3
"40","「欧美女声」十秒爱上系列①","Youhee丶",1459468800,"<b>介绍：</b>欧美女声<br><br>把这一百首歌听完吧！<br>",1567396,23659,312,191,"[""欧美"",""流行"",""电子""]",26559,8,33,13,"否","否","是","否","否","是","否","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否",36,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",100,18,"是","否","否","否","是","否","否",3
"41","「欧美女声」十秒爱上系列②","Youhee丶",1462320000,"<b>介绍：</b>欧美女声续集<br><br>因为脑子空白想不出标题<br><br>但是又想与你们分享好听的歌<br><br>所以没有一点创新把标题直接搬过来<br><br>",501256,8188,70,58,"[""欧美"",""流行"",""电子""]",26559,8,33,13,"否","否","是","否","否","是","否","是","否","否","否","否","否","否","否","是","是","否","否","否","否","否","否",88,"否","否","否","否","否","否","否","否","否","否","否","否","否","否","是","否","是","是","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",100,14,"是","否","否","否","是","否","否",3
"42","「前奏控」被前奏秒杀的古风歌","-穷尽诗家笔-",1498780800,"<b>介绍：</b>前奏这么好听，歌也一定差不到哪里去<br><br>封面画师：痕迹画廊<br>",3788300,86185,379,432,"[""华语"",""古风"",""清晨""]",18482,7,26,14,"否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",48,"否","否","否","否","是","否","否","否","否","否","否","否","否","否","是","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否",104,1,"是","否","否","否","是","否","否",3
"43","「清新日系小调」女孩和苹果糖°","这个橘子不太甜QAQ",1482710400,"<b>介绍：</b>一切是如此的不可思议，<br>如果不是酸酸甜甜的滋味，<br>我想我不会发现，<br>你早已悄悄的在我心中，<br>注入了一口甜蜜，<br>这是触动的感觉。<br>—————————<br>广场上经常出现华语或者韩语小甜歌，而霓虹甜歌只有偶尔的萝莉单，其实霓虹也有或轻柔甜蜜或活泼青涩的清新小调?<br><br>科普一下［苹果糖］<br>苹果糖是日本庙会或祭祀时常见的零食，一般没什么特殊的含义，不过酸酸甜甜的很像恋爱的味道，所以经常出现在动漫里男女主人公出去参加庙会的情节，多少有点暗示的意思，恋爱的滋味~而且女主角吃苹果糖也很可爱?<br><br>封面pid:52278203（妹纸手里就是苹果糖）<br>会不定期更新～<br><br>↓更新时间↓<br>2017.5.19 增两首<br>2017.5.22 增六首<br>2017.6.1 增两首<br>",1528020,66342,528,390,"[""日语"",""流行"",""清新""]",16855,8,91,15,"否","否","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否","否",390,"否","否","否","否","是","否","否","否","否","否","是","否","否","否","否","否","否","是","否","否","否","是","否","否","否","否","否","否","否","否","否","否","否","否","否","否",66,1,"是","否","否","否","是","否","否",3
